Ciclo,Plantel,Programa,Línea,Modalidad,Plan,Módulo,No. de módulos,Materias por módulo,Horario escolarizado,Horario ejecutivo,Estado
C2,Tijuana,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Tijuana,LICENCIATURA EN NUTRICION,salud,presencial,12,Longitudinal,,,,,Activo
C2,Tijuana,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Tijuana,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Tijuana,LICENCIATURA EN MERCADOTECNIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Culiacán,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Culiacán,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Culiacán,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Culiacán,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,,,Activo
C2,Culiacán,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,,,Activo
C2,Hermosillo,BACHILLERATO GENERAL - FORMACIÓN EN ADMINISTRACIÓN (2 años),preparatoria,presencial,6,Longitudinal,,,,,Activo
C2,Hermosillo,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Hermosillo,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,,,Activo
C2,Hermosillo,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,,,Activo
C2,Hermosillo,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Mexicali,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Mexicali,INGENIERÍA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Mexicali,LICENCIATURA EN ENFERMERIA,salud,presencial,12,Longitudinal,,,,,Activo
C2,Mexicali,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,,,Activo
C2,Ensenada,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C2,Ensenada,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C2,Ensenada,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C2,Ensenada,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C2,Ensenada,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Ensenada,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C2,Ensenada,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Ensenada,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,Sabados 8:00 am a 3:00 pm,Activo
C2,Ensenada,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,Lunes a viernes 7:00 am a 2:00 pm,,Activo
C2,Saltillo,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Saltillo,LICENCIATURA EN INGENIERIA EN MANUFACTURA Y ROBOTICA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Saltillo,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Saltillo,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Saltillo,LICENCIATURA EN FISIOTERAPIA,salud,presencial,12,Longitudinal,,,,,Activo
C2,Saltillo,LICENCIATURA EN NUTRICION,salud,presencial,12,Longitudinal,,,,,Activo
C2,Saltillo,LICENCIATURA EN PSICOLOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Saltillo,MAESTRIA EN ADMINISTRACION DE NEGOCIOS,posgrado,ejecutiva,4,Modular,3,,,,Activo
C2,Torreón,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Torreón,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Torreón,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Torreón,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Torreón,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Torreón,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN ADMINISTRACION DE EMPRESAS TURISTICAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN ADMINISTRACION DE EMPRESAS TURISTICAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Los Cabos,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Altamira,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Altamira,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Altamira,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Altamira,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Nogales,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Nogales,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Nogales,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Nogales,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Puerto Peñasco,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Puerto Peñasco,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Puerto Peñasco,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Puerto Peñasco,LICENCIATURA EN ARQUITECTURA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Cd. del Carmen,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Cd. del Carmen,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Cd. del Carmen,LICENCIATURA EN INGENIERIA EN SISTEMAS COMPUTACIONALES,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Cd. del Carmen,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Cd. del Carmen,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Tuxpan,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Tuxpan,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Tuxpan,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Tuxpan,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Tuxpan,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Teocaltiche,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Teocaltiche,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Teocaltiche,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Teocaltiche,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Zacatecas,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Zacatecas,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,La Paz,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,La Paz,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,La Paz,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,La Paz,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,La Paz,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Cd. Mante,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Cd. Mante,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Cd. Mante,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Cd. Mante,LICENCIATURA EN DISEÑO GRAFICO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Agua Prieta,LICENCIATURA EN COMERCIO INTERNACIONAL,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Agua Prieta,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Agua Prieta,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Cananea,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Cananea,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Cananea,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Obregón,LICENCIATURA EN ADMINISTRACION DE EMPRESAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Obregón,LICENCIATURA EN DERECHO,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Obregón,LICENCIATURA EN DERECHO,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Obregón,LICENCIATURA EN PEDAGOGIA,licenciatura,presencial,"9, 11",Modular,2,,,,Activo
C2,Obregón,LICENCIATURA EN PEDAGOGIA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Obregón,LICENCIATURA EN INGENIERIA INDUSTRIAL Y DE SISTEMAS,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Obregón,LICENCIATURA EN CONTADURÍA PÚBLICA,licenciatura,ejecutiva,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Administración de Empresas,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Relaciones Internacionales,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Administración de Empresas Turísticas,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Negocios Internacionales,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Administración de Tecnologías de la Información,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Economía y Finanzas,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Contaduría Pública,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Administracion Financiera,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Ciencias de la Comunicación,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Administración De Recursos Humanos,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Comercio Internacional,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Ingeniería Industrial y Administracion,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Mercadotecnia,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Ingeniería en software y redes,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Derecho,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Ingenieria En Logistica,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Diseño Gráfico,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Seguridad Pública,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Arquitectura,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Criminología,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Licenciatura en Pedagogía,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Ingeniería Industrial y de Sistemas,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Ingeniería en Manufactura y robótica,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Ingeniería en Sistemas Computacionales,licenciatura,online,"9, 11",Modular,2,,,,Activo
C2,Online,Maestría en Administración de Negocios,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Administración de Negocios y Mecadotecnia,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Administración Financiera,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Finanzas,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Mercadotecnia,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Administración Pública,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Gestión de Talento Humano,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Diseño Digital,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Gestión de Proyectos,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en diseño sostenible y arquitectura verde,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Derecho Constitucional y Amparo,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Diseño estratégico e innovación,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Derecho Corporativo,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Robotica y automatización,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Derecho Fiscal y Administrativo,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Inteligencia Artificial,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Derecho Laboral,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en energías renovables,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Derecho Procesal,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en interacción y experiencia del usuario,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Derecho y Juicios Orales,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Logística y Cadena de Suministro,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Educación y Docencia,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Gestión Educativa,posgrado,online,4,Modular,3,,,,Activo
C2,Online,Maestría en Administración de Servicios de Salud,posgrado,online,4,Modular,3,,,,Activo
