codigo,concepto,seccion,costo_base,plantel,costo_plantel,activo_plantel,notas
BJT,BAJA TOTAL,DIVERSOS,1200,Altamira,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Altamira,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Altamira,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDM,TRÁMITE DE GRADO Y DIPLOMA (MAESTRÍA),TRAMITES,29005,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PTCGAD,"PROCESO DE TITULACIÓN, CERTIFICADO Y GRADO ACADÉMICO (DOCTORADO)",TRAMITES,38670,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CRE,CREDENCIAL,DIVERSOS,210,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
KAR,KÁRDEX,DIVERSOS,465,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PASBACH,PASANTÍAS BACHILLERATO,DIVERSOS,3520,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RGD,"REPOSICIÓN DE GRADO Y DIPLOMA (MAESTRÍA, ESPECIALIDAD Y DOCTORADO)",DIVERSOS,13285,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RTLIC,REPOSICIÓN DE TÍTULO (LICENCIATURA),DIVERSOS,11385,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
SCDM,SERVICIO DE CARTAS DESCRIPTIVAS POR MATERIA,DIVERSOS,660,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBACH,TRÁMITES SEP BACH,DIVERSOS,620,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBAOL,TRÁMITES SEP BACH OL,DIVERSOS,620,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLICT,TRÁMITES SEP LIC,DIVERSOS,610,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIOL,TRÁMITES SEP LIC OL,DIVERSOS,590,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIEJ,TRÁMITES SEP LIC EJ,DIVERSOS,590,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPCISA,TRÁMITES SEP CS,DIVERSOS,610,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPPOSG,TRÁMITES SEP POS,DIVERSOS,850,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PPE,PLAN DE PROTECCIÓN ESTUDIANTIL,DIVERSOS,300,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ENVDOC,ENVÍO DE DOCUMENTOS,DIVERSOS,695,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
BJT,BAJA TOTAL,DIVERSOS,1200,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Cananea,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDM,TRÁMITE DE GRADO Y DIPLOMA (MAESTRÍA),TRAMITES,29005,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PTCGAD,"PROCESO DE TITULACIÓN, CERTIFICADO Y GRADO ACADÉMICO (DOCTORADO)",TRAMITES,38670,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CRE,CREDENCIAL,DIVERSOS,210,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
KAR,KÁRDEX,DIVERSOS,465,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PASBACH,PASANTÍAS BACHILLERATO,DIVERSOS,3520,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RGD,"REPOSICIÓN DE GRADO Y DIPLOMA (MAESTRÍA, ESPECIALIDAD Y DOCTORADO)",DIVERSOS,13285,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
RTLIC,REPOSICIÓN DE TÍTULO (LICENCIATURA),DIVERSOS,11385,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
SCDM,SERVICIO DE CARTAS DESCRIPTIVAS POR MATERIA,DIVERSOS,660,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBACH,TRÁMITES SEP BACH,DIVERSOS,620,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPBAOL,TRÁMITES SEP BACH OL,DIVERSOS,620,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLICT,TRÁMITES SEP LIC,DIVERSOS,610,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIOL,TRÁMITES SEP LIC OL,DIVERSOS,590,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPLIEJ,TRÁMITES SEP LIC EJ,DIVERSOS,590,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPCISA,TRÁMITES SEP CS,DIVERSOS,610,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TMTSEPPOSG,TRÁMITES SEP POS,DIVERSOS,850,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PPE,PLAN DE PROTECCIÓN ESTUDIANTIL,DIVERSOS,300,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ENVDOC,ENVÍO DE DOCUMENTOS,DIVERSOS,695,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
BJT,BAJA TOTAL,DIVERSOS,1200,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REC,RECARGOS,DIVERSOS,410,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CREX,CARGO POR INSCRIPCIÓN EXTEMPORÁNEA,DIVERSOS,410,Cd. Mante,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTR,EXAMEN EXTRAORDINARIO LIC,EXAMENES,3976,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHG,EXAMEN EXTRAORDINARIO BACH,EXAMENES,1510,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EEXTBACHOL,EXAMEN EXTRAORDINARIO BACH OL,EXAMENES,945,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXGLOB,EXAMEN GLOBAL*,EXAMENES,3976,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ETSOL,EXAMEN A TÍTULO DE SUFICIENCIA OL,EXAMENES,6385,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
EXAEGRESO,EXAMEN DE EGRESO,EXAMENES,7350,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TTL,TRÁMITE DE TÍTULO (LICENCIATURA),TRAMITES,13870,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDE,TRÁMITE DE GRADO Y DIPLOMA (ESPECIALIDAD),TRAMITES,13450,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
TGDM,TRÁMITE DE GRADO Y DIPLOMA (MAESTRÍA),TRAMITES,29005,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
PTCGAD,"PROCESO DE TITULACIÓN, CERTIFICADO Y GRADO ACADÉMICO (DOCTORADO)",TRAMITES,38670,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIBACH,CERTIFICADO ÍNTEGRO BACHILLERATO,TRAMITES,3520,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CILIC,CERTIFICADO ÍNTEGRO LICENCIATURA,TRAMITES,3520,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIESP,CERTIFICADO ÍNTEGRO ESPECIALIDAD,TRAMITES,3520,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIMAE,CERTIFICADO ÍNTEGRO MAESTRÍA,TRAMITES,3865,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CIDOC,CERTIFICADO ÍNTEGRO DOCTORADO,TRAMITES,5985,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CINTSU,CERTIFICADO ÍNTEGRO TSU,TRAMITES,3360,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPBACH,CERTIFICADO PARCIAL BACHILLERATO,TRAMITES,2355,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPLIC,CERTIFICADO PARCIAL LICENCIATURA,TRAMITES,2770,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPESP,CERTIFICADO PARCIAL ESPECIALIDAD,TRAMITES,1765,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPMAE,CERTIFICADO PARCIAL MAESTRÍA,TRAMITES,2775,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPDOC,CERTIFICADO PARCIAL DOCTORADO,TRAMITES,3865,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CPTSU,CERTIFICADO PARCIAL TSU,TRAMITES,1005,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
REFISTITS,REPRESENTACIÓN FÍSICA DE TÍTULO SIMBÓLICO,TRAMITES,2775,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DIGTITULO,DIGITALIZACIÓN DE TÍTULO,TRAMITES,1530,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CERTITULO,CERTIFICACIÓN DE TÍTULO,TRAMITES,2545,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CMPGPTMOD,"CAMBIO DE PROGRAMA, PLANTEL O MODALIDAD",DIVERSOS,560,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
DEFORCLSP,DERECHO DE FORMACIÓN CLÍNICA SUPERVISADA POR MATERIA,DIVERSOS,550,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
ASETES,ASESORÍA DE TESIS O TESINA,DIVERSOS,7650,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CSSIP,CARTA DE SERVICIO SOCIAL O DE INICIACIÓN A PRÁCTICAS,DIVERSOS,660,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CTI,CONSTANCIA TERMINACIÓN INGLÉS,DIVERSOS,935,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
CONS,CONSTANCIA,DIVERSOS,290,Cd. del Carmen,,true,Boletín de cuotas 2026-3; vigencia 18/05/2026–30/08/2026; costo común en los 25 boletines.
