Ciclo,Plantel,Programa,Línea,Modalidad,Plan,Módulo,No. de módulos,Materias por módulo,Horario escolarizado,Horario ejecutivo,Estado
C3,Online,Maestría en Gestión de Talento Humano,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Diseño Digital,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Gestión de Proyectos,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en diseño y arquitectura sostenible,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Derecho Constitucional y Amparo,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Diseño estratégico e innovación,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Derecho Corporativo,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Robotica y automatización,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Derecho Administrativo y Fiscal,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Inteligencia Artificial,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Derecho Laboral,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en energías renovables,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Derecho Procesal Penal,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en diseño experiencia de usuario,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Derecho y Juicios Orales,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Logística y Cadena de Suministro,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Educación y Docencia,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Gestión Educativa,posgrado,online,4,Modular,3,,,,Activo
C3,Online,Maestría en Administración de Servicios de Salud,posgrado,online,4,Modular,3,,,,Activo
